year,question,answers,num_answers,source
2021,"14. La Unidad Adscrita a la Fiscalía General del Estado, depende de:",a) La Unidad Central de Delincuencia Económica y Fiscal. | b) La Unidad Central de Drogas y Crimen Organizado. | c) La Unidad Central de Delincuencia Especializada y Violenta.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,15. ¿Tiene su dependencia directa de la Dirección Adjunta Operativa?:,a) El Área de control de Gastos. | b) El GOE. | c) La División de Operaciones y Transformación Digital.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,16. Los requisitos generales para la obtención de la habilitación profesional,a) No haber sido sancionado en los dos o cuatro años anteriores por | b) No haber sido condenado por intromisión ilegíKma en el ámbito de la | c) Ninguna es correcta.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"17. En España, el desarrollo y mantenimiento de un sistema rápido para la",a) Sistema Español de Alerta Temprana (SEAT). | b) Observatorio Español de las Drogas y las Adicciones (DGPNSD). | c) Delegación del Gobierno para el Plan Nacional sobre Drogas.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"18. En el Open Office, para generar desde simples diagramas hasta",a) Calc. | b) Writer. | c) Draw.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"19. De acuerdo al Real Decreto 734/2020, de 4 de agosto, ¿cuál no es una",a) La dirección del sistema Nacional de Protección de Infraestructuras críKcas. | b) La coordinación del ejercicio de las competencias de | c) La coordinación y supervisión de las Policías Autonómicas.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,20. No depende de la Unidad Central de Delincuencia Económica y Fiscal:,a) El Servicio de Control de Juegos de Azar. | b) La Unidad Adscrita a la Fiscalía especial contra la Corrupción y la | c) La tirigada de InvesKgación del tianco de España.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,21. Si un hombre agrede a su ex novia causándole lesiones que necesitan,a) Un delito especial de violencia domésKca Kpificado en el arhculo 153.2 del Código | b) Un delito de lesiones agravado por violencia de género del arhculo 148.4 | c) Un delito de violencia de género Kpificado en el arhculo 153.1 del Código Penal.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,22. El modelo de interacción cuya principal finalidad consiste en explicar el,a) De Rabbie. | b) De Worchel. | c) De Chinoy.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,23. ¿Cómo se abre el Explorador de Archivos en Windows?,a) [Ctrl] + [tiloq. Mayús]. | b) [Símbolo de Windows] + [e]. | c) [Ctrl] + [Símbolo de Windows].,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,24. El artículo 30 del Código Civil dice:,"a) El nacimiento determina la personalidad. | b) La personalidad se adquiere en el momento del nacimiento con vida, una | c) La personalidad civil se exKngue con la muerte de la personas.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,25. ¿Cuál de los siguientes no es un pasivo financiero?,a) Créditos por operaciones comerciales. | b) Deudas con enKdades de crédito. | c) Obligaciones y otros valores negociables emiKdos.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,26. ¿Cuál de los siguientes documentos no integra las cuentas anuales?,a) La cuenta de pérdidas y ganancias. | b) El libro mayor. | c) El balance de situación.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,27. ¿Cuál no es una unidad de energía?,a) El julio. | b) El electronvolKo. | c) El newton.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,28. El Tribunal de Justicia de la Unión Europea estará compuesto por:,"a) Al menos de un juez y asisKdo por abogados. | b) Al menos de un juez de cada país miembro y asisKdo por abogados generales. | c) Doce jueces, designados por la Comisión Europea y asisKdo por abogados.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"29. El Secretariado del Gobierno, como órgano de apoyo del Consejo de","a) Estudiar aquellos asuntos que, afectando a varios Ministerios, requieran | b) Velar por la correcta y fiel publicación de las disposiciones y normas | c) Examinar las cuesKones de carácter general que tengan relación con",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,30. El satélite cuyo periodo orbital es similar a la velocidad de rotación de la tierra se,a) Heliosíncrono. | b) Geoestacionario. | c) Ninguna de las anteriores es correcta.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,31. ¿Cuántas personas forman parte de la Junta de Coordinación y Régimen,a) Dos. | b) Tres. | c) Cuatro.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,32. ¿Cuál de las siguientes respuestas relativa a la excedencia voluntaria por,"a) Podrá declararse cuando al funcionario se le instruya un expediente disciplinario. | b) La concesión quedará subordinada a las necesidades del servicio, | c) El funcionario devengará retribuciones y será compaKble el Kempo que",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,33. Cuando un extranjero sea expulsado y suponga una amenaza para el orden,a) Cinco años. | b) Siete años. | c) Diez años.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"34. Según el Real Decreto 734/2020, de 4 de agosto por el que se desarrolla la","a) Depende de la Dirección General de la Policía, con nivel orgánico que se | b) Depende de la Dirección Adjunta OperaKva con nivel orgánico de Subdirección | c) Depende de la Dirección Adjunta OperaKva con nivel orgánico que se",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,35. El Visado de residencia y trabajo de temporada de un extranjero:,a) Habilita para trabajar por cuenta ajena hasta nueve meses en un período | b) Habilita para trabajar por cuenta ajena hasta seis meses en un período | c) Habilita para trabajar por cuenta propia hasta seis meses en un período,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"36. Según tioninger, Krosnick, & tierent, existen tres factores que pueden jugar","a) El interés propio, la idenKficación social y la conexión entre acKtudes y los valores. | b) El interés del grupo social, la idenKficación social y la conexión entre | c) El interés propio, la idenKficación con los valores y la conexión entre",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,37. Según el Texto refundido de la Ley del Estatuto tiásico del Empleado,"a) Personal del Centro Nacional de Inteligencia, Personal militar de las | b) Personal del Centro Nacional de Inteligencia, Personal militar de las | c) Personal del Centro Nacional de Inteligencia, Personal militar de las",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"38. Según el artículo 18 de la Ley 12/2009, de 30 de octubre, reguladora del","a) Proporcionar sus impresiones dacKlares, permiKr ser fotografiados y, en | b) Proporcionar sus impresiones dacKlares, permiKr ser fotografiados y, en | c) Informar sobre sus datos de contacto, incluyendo teléfono y correo electrónico.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,39. Conforme al artículo 6 del Código Civil:,"a) La ignorancia de las leyes no excusa de su cumplimiento. El error de | b) Las leyes penales, las de policía y las de seguridad pública obligan a | c) La Ley no ampara el abuso del derecho o el ejercicio anKsocial del",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"40. Según la Teoría del Aprendizaje Social de tiandura, la exposición a un","a) Modelado, inhibición o desinhibición de respuestas aprendidas | b) Imitación, inhibición o desinhibición y evitación. | c) Imitación, inhibición o desinhibición de respuestas aprendidas",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,41. A lo largo del texto de la Constitución Española se hace referencia al,a) Seguridad jurídica garanKzada en el arhculo 104. | b) Seguridad ciudadana garanKzada en el arhculo 9. | c) Seguridad pública como competencia exclusiva del Estado en el arhculo 149.1.29.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"42. Los miembros del Comité Europeo para la prevención de la Tortura, son elegidos por:",a) Parlamento Europeo. | b) Comisión Europea. | c) Comité de Ministros del Consejo de Europa.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,43. Entre todos los ataques posibles que puede sufrir un usuario a través del,"a) Mediante un exploit, el atacante se aprovecha de determinada | b) MalverKsing: esta vía de infección consiste en ejecutar código dañino por | c) Ambas son correctas.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"44. Según señala el Informe tirundtland de 1987, la satisfacción de las",a) El desarrollo de la economía internacional. | b) El desarrollo sostenible. | c) La lucha nacional por el medio ambiente.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,45. Con respecto a la vecindad civil señale la afirmación correcta:,"a) Se adquiere por residencia conKnuada durante tres años, siempre que el | b) Si al nacer el hijo, o al ser adoptado, los padres tuvieren disKnta vecindad | c) En todo caso, el hijo desde que cumpla dieciséis años y hasta que",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,46. El abogado designado para asistir a un detenido acudirá al centro de,a) Cinco horas desde la recepción del encargo. | b) Ocho horas desde que se efectúe la comunicación al Colegio de Abogados. | c) Tres horas desde la recepción del encargo.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"47. El artículo 9 de la Ley 31/1995, de 8 de noviembre, de prevención de",a) Al InsKtuto Nacional de Seguridad e Higiene en el Trabajo. | b) A la Inspección de Trabajo y Seguridad Social. | c) A la Comisión Nacional de Seguridad y Salud en el Trabajo.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,48. La teoría social formulada por R.E.Park y E.tiurgess en la denominada,a) Las teorías subculturales. | b) Las teorías del proceso social. | c) Las teorías ecológicas.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,49. Se denomina periféricos a los aparatos y/o dispositivos auxiliares e,a) Impresora y el módem | b) Escáner y lector de tarjetas | c) Grabadora y,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,50. De acuerdo con lo contemplado en la Instrucción Operativa de Prevención,"a) Niveles del aceite del motor, líquido refrigerante, líquido de frenos y | b) Higiene y desinfección de los vehículos policiales. | c) Comprobación de la existencia, funcionamiento y buen estado general",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"51. En relación a los sensores, según el principio de funcionamiento, se",a) El radar y el lidar. | b) Los sistemas fotográficos. | c) Los espectrómetros de imagen.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"52. Según el Real Decreto 726/2020 de 4 de agosto, por el que se modifica el",a) La acKvidad fabril cuyo objeKvo es transformar en civil o desbaratar un arma de | b) La acKvidad cuyo objeKvo principal es la regularización administraKva de | c) La acKvidad ejercida por los armeros en la modificación y manipulación,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,53. Dentro de la Comisaría General de Seguridad Ciudadana se encuentra la,a) Jefatura de Unidades Especiales. | b) Unidad Central de ParKcipación Ciudadana. | c) Secretaría General.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,54. El proceso de integración de un individuo o grupo en la cultura y en la,a) Enculturación. | b) Transculturación. | c) Aculturación.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,55. En relación con las normas técnicas que deben reunir los vehículos,"a) Dispondrán de una ventana en senKdo horizontal no pracKcable, | b) Dispondrán de una ventana, protegida por rejilla metálica y en cualquier | c) Dispondrán de una ventana en senKdo verKcal no pracKcable, protegida",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,56. La actitud definida como la tendencia o predisposición adquirida y,a) Jiménez tiurillo. | b) Vander Zanden. | c) Zanjonc.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"57. En concreto, los instrumentos topográficos se limitan a la medida de",a) Las coordenadas polares deben deducirse por cálculo a parKr de las | b) Las coordenadas cartesianas deben deducirse por cálculo a parKr de las polares. | c) Las coordenadas relaKvas deben deducirse por cálculo a parKr de las cartesianas.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"58. En planimetría forense, el plano que además de la planta o vista interior de",a) AbaKdo. | b) De detalle. | c) De localización.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"59. Dar lugar al extravío, pérdida o sustracción por negligencia inexcusable de",a) Muy grave. | b) Leve. | c) Grave.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,60. Según el art. 17 de la Convención contra la Tortura ¿Cuál es la composición,"a) 10 expertos independientes. | b) 8 expertos en derechos humanos. | c) 15 altos funcionarios de la ONU, expertos en temas de tortura.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,61. Dentro de la gestión ambiental ¿Qué es el EMAS?,a) Convenio Europeo sobre el control de Masas. | b) DirecKva Comunitaria sobre Asuntos de Seguridad. | c) Sistema comunitario de ecogesKón y auditoría.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"62. El arma de fuego que se recarga después de cada disparo, mediante un",a) De repeKción. | b) SemiautomáKca. | c) AutomáKca.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,63. De conformidad con el art. 165 de la Constitución:,"a) Una Ley Orgánica regulará el funcionamiento del Tribunal ConsKtucional, | b) Una Ley Orgánica regulará el funcionamiento del Tribunal ConsKtucional, | c) Una Ley Orgánica regulará las competencias y funcionamiento del",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,64. Los dispositivos que permiten un punto de conexión del cableado para,a) Hubs o concentradores. | b) Tarjetas de red o Nic´s. | c) tiridges.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"65. De conformidad con la Ley 23/2014, de 20 de noviembre, de",a) La competencia para la ejecución de una orden europea de detención y | b) La competencia para la ejecución de una orden europea de detención y | c) La competencia para la ejecución de una orden europea de detención y,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"66. Dentro de la estructura administrativa y de gestión de Europol, el consejo",a) Dos años prorrogables. | b) Cuatro años prorrogables. | c) Cinco años prorrogables.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,67. La red urbana de un territorio está formada por el conjunto de ciudades,a) Red concentrada. | b) Red radiocéntrica. | c) Red dendríKca.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,68. La suplencia del Director Adjunto Operativo de la Policía Nacional,a) Al Jefe de la División de Operaciones y Transformación Digital. | b) A quien corresponda según los criterios del art. 13 de la Ley 40/2015 de | c) A quien corresponda según los criterios del art. 13 de la Ley 40/2015 de,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"69. Acorde al art. 86, de la Constitución española, en caso de extraordinaria y",a) Disposiciones legislaKvas provisionales en forma de Decretos legislaKvos. | b) Disposiciones legislaKvas provisionales que tomarán la forma de Decretos-leyes. | c) Disposiciones legislaKvas provisionales en forma de Decretos legislaKvos,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"70. Según el Real Decreto 2/2006, por el que se establecen normas sobre",a) De los Comités de seguridad y salud laboral. | b) De la Comisión de seguridad y salud laboral policial. | c) Del InsKtuto Nacional de Seguridad e Higiene en el Trabajo.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"71. Según refiere la Ley Orgánica 2/1986, de Fuerzas y Cuerpos de Seguridad","a) Del Consejo de PolíKca de Seguridad. | b) De la Junta de Gobierno, previo informe del Consejo Asesor. | c) De los Órganos Colegiados, previo informe del Consejo de la Policía.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"72. Según lo recogido en la Ley 5/2014, de Seguridad Privada, a tal efecto, se","a) El personal habilitado para el ejercicio de funciones de seguridad privada. | b) El personal acreditado que desarrollen las tareas que les asigna esta ley. | c) Profesores acreditados de centros de formación, ingenieros y técnicos",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"73. Según el Art 18 del R.D. Legislativo 5/2015, por el que se aprueba el texto","a) Los funcionarios deberán poseer los requisitos exigidos para el ingreso, | b) Se arKculará un sistema de grados, categorías o escalones de ascenso | c) Se deberá valorar la trayectoria y actuación profesional, la calidad de los",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"74. En el procesador de textos, Microsoc Word, la tecla de función F12, sirve",a) Hipervínculo. | b) Guardar como. | c) Elementos rápidos.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"75. La transposición de la Directiva comunitaria 2002/73/CE, de igualdad de","a) 1/2004, de 28 de diciembre. | b) 3/2007, de 22 de marzo. | c) 2/2010, de 3 de marzo.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,76. El Foro Social Mundial se compone de 3 pilares fundamentales; el Consejo,a) La Comisión del FSM. | b) El Comité de las Regiones. | c) Los Comités organizadores de cada evento anual.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"77. En la biotipología criminal, destaca dentro de la escuela alemana Ernest","a) El Kpo leptosomáKco: cuerpo alargado y delgado, cabeza pequeña, nariz | b) El Kpo pícnico: gran desarrollo de las cavidades viscerales, abdomen | c) Isohmicos: apariencia hercúlea, son musculados, de mentalidad tosca,",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"78. Conforme al art. 11 de la LO 10/1995, del Código Penal, a tal efecto se",a) Cuando en el omitente no exista una específica obligación legal o contractual de | b) Cuando el omitente ha resuelto cometer un delito invita a otra u otras | c) Cuando el omitente haya creado una ocasión de riesgo para el bien,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,79. Los Policías Nacionales tendrán consideración de servicio activo cuando se encuentren:,"a) En excedencia por cuidado de familiares. | b) En el plazo posesorio por cese en un puesto de trabajo al haber obtenido | c) Las dos son correctas, siempre que en el caso de cuidado de familiares,",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,80. El Tribunal del Jurado tendrá competencia para el conocimiento y fallo de,a) Contra la Seguridad Vial. | b) Trafico de drogas. | c) Asesinato.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"81. Si hablamos de las teorías explicativas de la delincuencia, la Teoría de la",a) tiiológicas. | b) Psicológicas. | c) Sociológicas.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,82. El artículo 252 del Tratado de Funcionamiento de la Unión Europea establece que:,a) El Tribunal de JusKcia de la Unión Europea estará asisKdo por nueve | b) El Tribunal de JusKcia estará asisKdo por ocho abogados generales. Si el | c) El Tribunal de JusKcia estará asisKdo por seis abogados generales. Si el,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,83. Es correcto afirmar que:,"a) A los funcionarios interinos, no les será aplicable, en tanto y cuanto no | b) La selección de funcionarios interinos habrá de realizarse mediante | c) Las plazas vacantes desempeñadas por funcionarios interinos deberán",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,84. Los extranjeros que se hallen en España conforme a lo previsto en la Ley,"a) Se acuerden en la declaración de estado de alarma, excepción o de siKo, | b) Se determine excepcionalmente por razones de seguridad nacional, por | c) Ninguna respuesta es correcta.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"85. Según la Ley 12/2009 reguladora del derecho de asilo, es correcto afirmar",a) Deberá efectuarse sin demora y en todo caso en el plazo máximo de | b) Deberá efectuarse sin demora y en todo caso en el plazo máximo de | c) Deberá en todo caso en el plazo máximo de un mes desde la entrada en,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,86. ¿A qué autor de los siguientes se le atribuye la Teoría de la disonancia cognitiva?,a) FesKnger. | b) Allport. | c) Vander Zanden.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,87. El incumplimiento de las medidas impuestas por razón de seguridad,a) Leve. | b) Grave. | c) Muy grave.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,88. ¿Cuántos años de ejercicio profesional se requiere para ser miembro del,a) 5. | b) 10. | c) 15.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"89. La Ley Orgánica 1/2004, de 28 de diciembre, de Medidas de Protección",a) Delegado de la Oficina Nacional de derechos humanos de la Policía Nacional. | b) Delegado de la Oficina Nacional para la Igualdad de Género. | c) Fiscal contra la violencia sobre la mujer.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,90. ¿Cuál es la sede del tianco Central Europeo?:,a) Francfort del Meno (Alemania). | b) Luxemburgo (Luxemburgo) | c) tiruselas (tiélgica).,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"91. Cuando hablamos de seguridad activa y pasiva de un vehículo, la función","a) Al menos 1,6 mm. | b) Al menos 0,6 mm. | c) Al menos 1,6 cm.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,92. ¿En qué grupo de drogas según el efecto en el Sistema Nervioso Central,a) Depresoras. | b) EsKmulantes. | c) Perturbadoras.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"93. Según el artículo 283 de la LECr, constituirán la Policía Judicial y serán","a) Los Guardias de montes, campos y sembrados, jurados o confirmados | b) Los Tenientes de Alcalde. | c) Ambas son correctas.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,94. La aplicación de correo Thunderbird:,"a) Permite importar los contactos y macros de Microsou OUTLOOK, pero no el | b) Permite importar los contactos, las macros y el calendario de Microsou OUTLOOK. | c) Permite configurar múlKples cuentas de correo y administrar múlKples calendarios.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,95. En las reuniones para elegir a los miembros del Comité contra la Tortura de,a) Un tercio de los Estados parte. | b) Dos tercios de los Estados partes. | c) Ninguna es correcta.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,96. Cuando un poseedor de licencia de armas tipo F pierde su habilitación,"a) Un máximo de un año. | b) Hasta que recupere su habilitación deporKva. | c) 6 meses, y si el interesado no ha recobrado su licencia o transferido el",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"97. Según la Constitución Española, el principio por el cual el Estado es el",a) Se denomina principio de igualdad y viene recogido en el arhculo 139 de | b) Se denomina principio de equidad y viene recogido en el arhculo 137 de | c) Se denomina principio de solidaridad y viene recogido en el arhculo 138,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,"98. Según el artículo 69 de la Ley Orgánica 9/2015, de 28 de julio, de Régimen","a) Escala superior: 64 años, Escala Subinspección 60 años. | b) Escala EjecuKva 65 años, Escala tiásica 56 años. | c) Escala superior: 62 años, Escala tiásica 58 años.",3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,99. El conjunto de varios núcleos urbanos inicialmente independientes y,a) Pluriurbanización. | b) Conurbación. | c) Sobreurbanización.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2021,100. El organismo de la Unión Europea encargado de ofrecer información sólida,a) AEMA (Agencia Europea de Medio Ambiente) cuya sede se encuentra en | b) OEMA (Organización Europea para el Medio Ambiente) cuya sede se | c) IEME (InsKtuto Europeo de Medio Ambiente) cuya sede se encuentra en tierlín.,3,examen-oficial-escala-basica-policia-nacional-2021.pdf
2022,1. En el caso de nacimiento fuera de un centro hospitalario cuanto tiempo se dispone para declarar el,a) 72 horas. | b) 7 días. | c) 10 días.,3,examen-oficial-escala-basica-policia-nacional-2022.pdf
2022,"2. Según el art. 26 del Código Civil, indique cuál de los siguientes es un requisito para recuperar la",a) Entrar voluntariamente al servicio de las armas o ejercer cargo político en España. | b) Declarar ante el encargado del Registro Civil su voluntad de recuperar la nacionalidad | c) Llevar al menos dos años casado con español o española y no estuviere separado legalmente,3,examen-oficial-escala-basica-policia-nacional-2022.pdf
2022,"3. La Constitución Española recoge en su articulado el derecho a la propiedad privada y a la herencia,",a) Derechos fundamentales y libertades públicas. | b) Derechos y deberes de los ciudadanos. | c) Principios rectores de la política social y económica.,3,examen-oficial-escala-basica-policia-nacional-2022.pdf
2022,"4. De acuerdo con el Preámbulo, ¿Quién aprueba y quién ratifica la CE?",a) El rey aprueba y el pueblo ratifica. | b) El Congreso aprueba y el pueblo ratifica. | c) Las Cortes aprueban y el pueblo español ratifica.,3,examen-oficial-escala-basica-policia-nacional-2022.pdf
2022,"5. El tratamiento de los datos personales de un menor de edad, ¿cuándo se puede fundar en su",a) Solo cuando conste el consentimiento de los titulares de la patria potestad. | b) Únicamente cuando sea mayor de catorce años. | c) Cuando sea mayor de catorce años y conste autorización de los titulares de la patria potestad.,3,examen-oficial-escala-basica-policia-nacional-2022.pdf
2022,6. La Constitución reconoce y garantiza el derecho a la autonomía de las nacionalidades y regiones que,a) Que el Estado garantiza esa realización efectiva velando por el establecimiento de un | b) Que el Estado garantiza esa realización efectiva velando por el establecimiento de un | c) Que el Estado garantiza el principio de solidaridad velando por el establecimiento de un,3,examen-oficial-escala-basica-policia-nacional-2022.pdf
2022,"7. ¿Cuándo será sometida a referéndum, para su ratificación, una reforma constitucional aprobada por","a) Cuando así lo soliciten, dentro de los 20 días siguientes a su aprobación un tercio de los | b) Cuando así lo soliciten, dentro de los 20 días siguientes a su aprobación una décima parte de | c) Cuando así lo soliciten, dentro de los 15 días siguientes a su aprobación una décima parte de",3,examen-oficial-escala-basica-policia-nacional-2022.pdf
